Rank,Country,US$,#,"Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Population,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,Estimates Start After,FIPS,Admin2,Province_State,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Vladimir Oblast,2021-04-17 04:20:40,56.0503336,40.656163299999996,31072,1049,28323.0,1700.0,"Vladimir Oblast, Russia",2254.310810781399,3.376029866117405
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Volgograd Oblast,2021-04-17 04:20:40,49.604833899999996,44.29035820000001,55401,1030,53009.0,1362.0,"Volgograd Oblast, Russia",2197.339759708973,1.8591722171079943
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Vologda Oblast,2021-04-17 04:20:40,60.0391461,43.1215213,43981,952,40988.0,2041.0,"Vologda Oblast, Russia",3737.6910976477216,2.1645710647779723
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Voronezh Oblast,2021-04-17 04:20:40,50.9800393,40.15065070000001,78220,2523,73098.0,2599.0,"Voronezh Oblast, Russia",3351.661347657522,3.2255177703912037
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Yamalo-Nenets Autonomous Okrug,2021-04-17 04:20:40,67.1471631,74.3415488,38303,412,37025.0,866.0,"Yamalo-Nenets Autonomous Okrug, Russia",7112.285464407007,1.0756337623684828
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Yaroslavl Oblast,2021-04-17 04:20:40,57.77819760000001,39.002109499999996,37476,507,35690.0,1279.0,"Yaroslavl Oblast, Russia",2960.9286362156745,1.3528658341338458
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Zabaykalsky Krai,2021-04-17 04:20:40,52.248521000000004,115.956325,41818,609,40391.0,818.0,"Zabaykalsky Krai, Russia",3898.002061882577,1.4563106796116505
60,Malaysia,"11,604",45.0,"360,856",.,"1,329",.,"343,953","15,574",183,"11,040",41,"8,204,996","251,014","32,687,354",2021-04-16,1125396.0,687176.0,438220.0,2021/04/16,458.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",364.684,338.276,387.093,2019.0,.,.,.,2021-04-17 04:20:40,4.210483999999999,101.97576600000001,370528,1365,350563.0,18600.0,Malaysia,1144.806348934459,0.36839321184903706
61,Bulgaria,"11,321",43.0,"371,993",.,"14,418",.,"286,258","71,317",797,"53,853","2,087","2,270,329","328,671","6,907,614",2021-04-16,634129.0,507245.0,126884.0,2021/04/16,100.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",68.563,68.561,77.782,2019.0,.,.,.,2021-04-17 04:20:40,42.7339,25.4858,384887,15100,304033.0,65754.0,Bulgaria,5539.18178815548,3.9232294153868534
63,Kazakhstan,"9,828",56.0,"271,809",#ERROR!,"3,236",15.0,"234,665","33,908",221,"14,343",171,"9,217,159","486,373","18,950,814",2021-04-12,443974.0,338582.0,105392.0,2021/04/12,398.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",181.667,164.792,187.836,2020.0,.,.,.,2021-04-17 04:20:40,48.0196,66.9237,335868,3282,294995.0,37591.0,Kazakhstan,1788.7481548282135,0.977169602343778
65,Seychelles,"9,666",166.0,"4,430",.,24,.,"4,123",283,.,"44,829",243,"21,504","217,608","98,820",2021-04-13,112194.0,66250.0,45944.0,2021/04/13,690.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.58,1.131,0.948,2019.0,.,.,.,2021-04-17 04:20:40,-4.6796,55.492,4834,25,4351.0,458.0,Seychelles,4915.59894244458,0.517170045510964
66,Mauritius,"9,639",190.0,"1,192",.,12,.,775,405,.,936,9,"358,675","281,665","1,273,410",2021-02-17,3843.0,3843.0,0.0,2021/02/17,480.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",14.048,11.396,12.212,2018.0,.,.,.,2021-04-17 04:20:40,-20.348404000000002,57.552152,1202,15,865.0,322.0,Mauritius,94.51416808267551,1.2479201331114809
67,Turkey,"9,327",7.0,"3,849,011",.,"33,939",.,"3,331,411","483,661","2,824","45,260",399,"41,591,854","489,069","85,042,925",2021-04-16,19811774.0,12038403.0,7773371.0,2021/04/16,792.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",760.94,719.537,794.53,2020.0,.,.,.,2021-04-17 04:20:40,38.9637,35.2433,4150039,35320,3591550.0,523169.0,Turkey,4920.660315106403,0.8510763392825947
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Aguascalientes,2021-04-17 04:20:40,21.8853,-102.2916,25605,2309,0.0,23296.0,"Aguascalientes, Mexico",1784.7745245306298,9.017769966803359
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Baja California,2021-04-17 04:20:40,30.8406,-115.2838,47153,7999,0.0,39154.0,"Baja California, Mexico",1297.2410552460226,16.96392594320616
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Baja California Sur,2021-04-17 04:20:40,26.0444,-111.6661,29487,1307,0.0,28180.0,"Baja California Sur, Mexico",3664.310532516143,4.43246176281073
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Campeche,2021-04-17 04:20:40,19.8301,-90.5349,9173,1155,0.0,8018.0,"Campeche, Mexico",916.7343748906925,12.591300555979506
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Chiapas,2021-04-17 04:20:40,16.7569,-93.1292,10713,1528,0.0,9185.0,"Chiapas, Mexico",186.95137676173272,14.26304489872118
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Chihuahua,2021-04-17 04:20:40,28.63300000000001,-106.0691,49602,6439,0.0,43163.0,"Chihuahua, Mexico",1304.8051985972854,12.981331397927505
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Ciudad de Mexico,2021-04-17 04:20:40,19.4326,-99.1332,627326,31882,0.0,595444.0,"Ciudad de Mexico, Mexico",6955.878626999954,5.082206061919958
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Coahuila,2021-04-17 04:20:40,27.0587,-101.7068,67481,6148,0.0,61333.0,"Coahuila, Mexico",2096.5166277277926,9.110712645040826
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Colima,2021-04-17 04:20:40,19.1223,-104.0072,11046,1163,0.0,9883.0,"Colima, Mexico",1406.8595547619382,10.528698171283724
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Durango,2021-04-17 04:20:40,24.5593,-104.6588,32999,2337,0.0,30662.0,"Durango, Mexico",1765.6003544148834,7.0820327888723895
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Guanajuato,2021-04-17 04:20:40,21.019000000000002,-101.2574,129562,10347,0.0,119215.0,"Guanajuato, Mexico",2080.256254841908,7.986137910807182
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Guerrero,2021-04-17 04:20:40,17.4392,-99.5451,38776,4221,0.0,34555.0,"Guerrero, Mexico",1060.3087517582487,10.885599339797814
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Hidalgo,2021-04-17 04:20:40,20.0911,-98.7624,37585,5982,0.0,31603.0,"Hidalgo, Mexico",1217.7562698976872,15.915923905813491
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Jalisco,2021-04-17 04:20:40,20.6595,-103.3494,84179,11668,0.0,72511.0,"Jalisco, Mexico",1000.9758976932927,13.860939189108922
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Mexico,2021-04-17 04:20:40,19.4969,-99.7233,240198,33136,0.0,207062.0,"Mexico, Mexico",1378.2470410763501,13.7952855560829
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Michoacan,2021-04-17 04:20:40,19.5665,-101.7068,46316,5273,0.0,41043.0,"Michoacan, Mexico",959.8373275091542,11.384834614388115
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Morelos,2021-04-17 04:20:40,18.6813,-99.1013,31264,2997,0.0,28267.0,"Morelos, Mexico",1529.5065012832315,9.586105424769704
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Nayarit,2021-04-17 04:20:40,21.7514,-104.8455,11568,1767,0.0,9801.0,"Nayarit, Mexico",897.738657784476,15.274896265560164
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Nuevo Leon,2021-04-17 04:20:40,25.5922,-99.9962,121343,9161,0.0,112182.0,"Nuevo Leon, Mexico",2162.9178384261536,7.549673240318767
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Oaxaca,2021-04-17 04:20:40,17.0732,-96.7266,45083,3366,0.0,41717.0,"Oaxaca, Mexico",1088.0170904816182,7.4662289554821095
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Puebla,2021-04-17 04:20:40,19.0414,-98.2063,81425,11017,0.0,70408.0,"Puebla, Mexico",1232.8806739576082,13.530242554498004
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Queretaro,2021-04-17 04:20:40,20.5888,-100.3899,67117,4028,0.0,63089.0,"Queretaro, Mexico",2944.1968173002983,6.0014601367760765
68,Mexico,"9,246",14.0,"2,280,213",#ERROR!,"209,338",126.0,"1,809,921","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471",2021-04-16,13421708.0,10134800.0,3286908.0,2021/04/16,484.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,268.87","1,076.16","1,192.48",2020.0,.,.,Quintana Roo,2021-04-17 04:20:40,19.1817,-88.4791,22093,2553,0.0,19540.0,"Quintana Roo, Mexico",1282.0475622062615,11.555696374417234
